# ts src_ip dst_ip proto flags src_port dst_port
1773426904.321378 10.0.0.77 192.168.1.20 TCP A 63892 80
1773426904.322489 10.0.0.77 192.168.1.20 TCP A 31104 80
1773426904.323600 10.0.0.77 192.168.1.20 TCP A 46718 80
1773426904.324711 10.0.0.77 192.168.1.20 TCP A 20683 80
1773426904.325822 10.0.0.77 192.168.1.20 TCP A 43867 80
1773426904.326933 10.0.0.77 192.168.1.20 TCP A 7151 80
1773426904.328044 10.0.0.77 192.168.1.20 TCP A 25879 80
1773426904.329155 10.0.0.77 192.168.1.20 TCP A 37245 80
1773426904.330266 10.0.0.77 192.168.1.20 TCP A 4701 80
1773426904.331378 10.0.0.77 192.168.1.20 TCP A 47085 80
1773426904.332489 10.0.0.77 192.168.1.20 TCP A 6442 80
1773426904.333600 10.0.0.77 192.168.1.20 TCP A 56423 80
1773426904.334711 10.0.0.77 192.168.1.20 TCP A 43288 80
1773426904.335822 10.0.0.77 192.168.1.20 TCP A 38107 80
1773426904.336933 10.0.0.77 192.168.1.20 TCP A 59665 80
1773426904.338044 10.0.0.77 192.168.1.20 TCP A 16081 80
1773426904.339155 10.0.0.77 192.168.1.20 TCP A 60089 80
1773426904.340266 10.0.0.77 192.168.1.20 TCP A 18790 80
1773426904.341377 10.0.0.77 192.168.1.20 TCP A 61589 80
1773426904.342488 10.0.0.77 192.168.1.20 TCP A 45878 80
1773426904.343599 10.0.0.77 192.168.1.20 TCP A 59961 80
1773426904.344710 10.0.0.77 192.168.1.20 TCP A 12778 80
1773426904.345821 10.0.0.77 192.168.1.20 TCP A 2050 80
1773426904.346932 10.0.0.77 192.168.1.20 TCP A 39495 80
1773426904.348043 10.0.0.77 192.168.1.20 TCP A 50323 80
1773426904.349154 10.0.0.77 192.168.1.20 TCP A 61898 80
1773426904.350265 10.0.0.77 192.168.1.20 TCP A 20637 80
1773426904.351376 10.0.0.77 192.168.1.20 TCP A 37983 80
1773426904.352487 10.0.0.77 192.168.1.20 TCP A 38162 80
1773426904.353598 10.0.0.77 192.168.1.20 TCP A 45394 80
1773426904.354709 10.0.0.77 192.168.1.20 TCP A 26179 80
1773426904.355820 10.0.0.77 192.168.1.20 TCP A 52830 80
1773426904.356931 10.0.0.77 192.168.1.20 TCP A 33843 80
1773426904.358042 10.0.0.77 192.168.1.20 TCP A 4543 80
1773426904.359153 10.0.0.77 192.168.1.20 TCP A 29669 80
1773426904.360264 10.0.0.77 192.168.1.20 TCP A 55987 80
1773426904.361375 10.0.0.77 192.168.1.20 TCP A 23345 80
1773426904.362486 10.0.0.77 192.168.1.20 TCP A 64523 80
1773426904.363597 10.0.0.77 192.168.1.20 TCP A 2965 80
1773426904.364708 10.0.0.77 192.168.1.20 TCP A 52374 80
1773426904.365819 10.0.0.77 192.168.1.20 TCP A 33176 80
1773426904.366930 10.0.0.77 192.168.1.20 TCP A 24342 80
1773426904.368042 10.0.0.77 192.168.1.20 TCP A 29325 80
1773426904.369153 10.0.0.77 192.168.1.20 TCP A 45568 80
1773426904.370264 10.0.0.77 192.168.1.20 TCP A 6640 80
1773426904.371375 10.0.0.77 192.168.1.20 TCP A 53325 80
1773426904.372486 10.0.0.77 192.168.1.20 TCP A 47758 80
1773426904.373597 10.0.0.77 192.168.1.20 TCP A 6400 80
1773426904.374708 10.0.0.77 192.168.1.20 TCP A 11131 80
1773426904.375819 10.0.0.77 192.168.1.20 TCP A 47664 80
1773426904.376930 10.0.0.77 192.168.1.20 TCP A 49498 80
1773426904.378041 10.0.0.77 192.168.1.20 TCP A 21777 80
1773426904.379152 10.0.0.77 192.168.1.20 TCP A 8006 80
1773426904.380263 10.0.0.77 192.168.1.20 TCP A 1364 80
1773426904.381374 10.0.0.77 192.168.1.20 TCP A 30170 80
1773426904.382485 10.0.0.77 192.168.1.20 TCP A 50919 80
1773426904.383596 10.0.0.77 192.168.1.20 TCP A 7723 80
1773426904.384707 10.0.0.77 192.168.1.20 TCP A 6745 80
1773426904.385818 10.0.0.77 192.168.1.20 TCP A 29268 80
1773426904.386929 10.0.0.77 192.168.1.20 TCP A 37526 80
1773426904.388040 10.0.0.77 192.168.1.20 TCP A 7793 80
1773426904.389151 10.0.0.77 192.168.1.20 TCP A 6897 80
1773426904.390262 10.0.0.77 192.168.1.20 TCP A 37345 80
1773426904.391373 10.0.0.77 192.168.1.20 TCP A 40144 80
1773426904.392484 10.0.0.77 192.168.1.20 TCP A 57628 80
1773426904.393595 10.0.0.77 192.168.1.20 TCP A 1832 80
1773426904.394706 10.0.0.77 192.168.1.20 TCP A 28143 80
1773426904.395817 10.0.0.77 192.168.1.20 TCP A 52087 80
1773426904.396928 10.0.0.77 192.168.1.20 TCP A 48527 80
1773426904.398039 10.0.0.77 192.168.1.20 TCP A 38507 80
1773426904.399150 10.0.0.77 192.168.1.20 TCP A 45936 80
1773426904.400261 10.0.0.77 192.168.1.20 TCP A 12132 80
1773426904.401372 10.0.0.77 192.168.1.20 TCP A 18647 80
1773426904.402483 10.0.0.77 192.168.1.20 TCP A 18614 80
1773426904.403594 10.0.0.77 192.168.1.20 TCP A 10587 80
1773426904.404706 10.0.0.77 192.168.1.20 TCP A 11982 80
1773426904.405817 10.0.0.77 192.168.1.20 TCP A 19109 80
1773426904.406928 10.0.0.77 192.168.1.20 TCP A 20668 80
1773426904.408039 10.0.0.77 192.168.1.20 TCP A 52316 80
1773426904.409150 10.0.0.77 192.168.1.20 TCP A 24690 80
1773426904.410261 10.0.0.77 192.168.1.20 TCP A 62904 80
1773426904.411372 10.0.0.77 192.168.1.20 TCP A 48268 80
1773426904.412483 10.0.0.77 192.168.1.20 TCP A 39939 80
1773426904.413594 10.0.0.77 192.168.1.20 TCP A 31030 80
1773426904.414705 10.0.0.77 192.168.1.20 TCP A 9903 80
1773426904.415816 10.0.0.77 192.168.1.20 TCP A 1467 80
1773426904.416927 10.0.0.77 192.168.1.20 TCP A 22796 80
1773426904.418038 10.0.0.77 192.168.1.20 TCP A 53719 80
1773426904.419149 10.0.0.77 192.168.1.20 TCP A 29874 80
1773426904.420260 10.0.0.77 192.168.1.20 TCP A 29244 80
1773426904.421371 10.0.0.77 192.168.1.20 TCP A 20713 80
1773426904.422482 10.0.0.77 192.168.1.20 TCP A 40556 80
1773426904.423593 10.0.0.77 192.168.1.20 TCP A 32416 80
1773426904.424704 10.0.0.77 192.168.1.20 TCP A 12665 80
1773426904.425815 10.0.0.77 192.168.1.20 TCP A 64510 80
1773426904.426926 10.0.0.77 192.168.1.20 TCP A 20124 80
1773426904.428037 10.0.0.77 192.168.1.20 TCP A 64447 80
1773426904.429148 10.0.0.77 192.168.1.20 TCP A 22381 80
1773426904.430259 10.0.0.77 192.168.1.20 TCP A 19393 80
1773426904.431370 10.0.0.77 192.168.1.20 TCP A 24945 80
1773426904.432481 10.0.0.77 192.168.1.20 TCP A 62107 80
1773426904.433592 10.0.0.77 192.168.1.20 TCP A 39836 80
1773426904.434703 10.0.0.77 192.168.1.20 TCP A 45700 80
1773426904.435814 10.0.0.77 192.168.1.20 TCP A 63480 80
1773426904.436925 10.0.0.77 192.168.1.20 TCP A 62822 80
1773426904.438036 10.0.0.77 192.168.1.20 TCP A 29758 80
1773426904.439147 10.0.0.77 192.168.1.20 TCP A 55502 80
1773426904.440259 10.0.0.77 192.168.1.20 TCP A 54695 80
1773426904.441370 10.0.0.77 192.168.1.20 TCP A 45128 80
1773426904.442481 10.0.0.77 192.168.1.20 TCP A 10145 80
1773426904.443592 10.0.0.77 192.168.1.20 TCP A 16885 80
1773426904.444703 10.0.0.77 192.168.1.20 TCP A 44190 80
1773426904.445814 10.0.0.77 192.168.1.20 TCP A 47897 80
1773426904.446925 10.0.0.77 192.168.1.20 TCP A 52736 80
1773426904.448036 10.0.0.77 192.168.1.20 TCP A 5871 80
1773426904.449147 10.0.0.77 192.168.1.20 TCP A 40210 80
1773426904.450258 10.0.0.77 192.168.1.20 TCP A 39181 80
1773426904.451369 10.0.0.77 192.168.1.20 TCP A 36044 80
1773426904.452480 10.0.0.77 192.168.1.20 TCP A 36652 80
1773426904.453591 10.0.0.77 192.168.1.20 TCP A 52844 80
1773426904.454702 10.0.0.77 192.168.1.20 TCP A 47006 80
1773426904.455813 10.0.0.77 192.168.1.20 TCP A 8191 80
1773426904.456924 10.0.0.77 192.168.1.20 TCP A 44120 80
1773426904.458035 10.0.0.77 192.168.1.20 TCP A 11925 80
1773426904.459146 10.0.0.77 192.168.1.20 TCP A 37935 80
1773426904.460257 10.0.0.77 192.168.1.20 TCP A 64384 80
1773426904.461368 10.0.0.77 192.168.1.20 TCP A 64313 80
1773426904.462479 10.0.0.77 192.168.1.20 TCP A 7967 80
1773426904.463590 10.0.0.77 192.168.1.20 TCP A 7486 80
1773426904.464701 10.0.0.77 192.168.1.20 TCP A 15573 80
1773426904.465812 10.0.0.77 192.168.1.20 TCP A 30238 80
1773426904.466923 10.0.0.77 192.168.1.20 TCP A 26657 80
1773426904.468034 10.0.0.77 192.168.1.20 TCP A 51640 80
1773426904.469145 10.0.0.77 192.168.1.20 TCP A 23631 80
1773426904.470256 10.0.0.77 192.168.1.20 TCP A 32662 80
1773426904.471367 10.0.0.77 192.168.1.20 TCP A 20385 80
1773426904.472478 10.0.0.77 192.168.1.20 TCP A 61353 80
1773426904.473589 10.0.0.77 192.168.1.20 TCP A 8630 80
1773426904.474700 10.0.0.77 192.168.1.20 TCP A 23852 80
1773426904.475811 10.0.0.77 192.168.1.20 TCP A 23507 80
1773426904.476923 10.0.0.77 192.168.1.20 TCP A 52421 80
1773426904.478034 10.0.0.77 192.168.1.20 TCP A 35175 80
1773426904.479145 10.0.0.77 192.168.1.20 TCP A 23850 80
1773426904.480256 10.0.0.77 192.168.1.20 TCP A 7421 80
1773426904.481367 10.0.0.77 192.168.1.20 TCP A 48340 80
1773426904.482478 10.0.0.77 192.168.1.20 TCP A 21924 80
1773426904.483589 10.0.0.77 192.168.1.20 TCP A 20702 80
1773426904.484700 10.0.0.77 192.168.1.20 TCP A 54120 80
1773426904.485811 10.0.0.77 192.168.1.20 TCP A 2504 80
1773426904.486922 10.0.0.77 192.168.1.20 TCP A 43489 80
1773426904.488033 10.0.0.77 192.168.1.20 TCP A 45401 80
1773426904.489144 10.0.0.77 192.168.1.20 TCP A 61967 80
1773426904.490255 10.0.0.77 192.168.1.20 TCP A 34840 80
1773426904.491366 10.0.0.77 192.168.1.20 TCP A 37193 80
1773426904.492477 10.0.0.77 192.168.1.20 TCP A 22715 80
1773426904.493588 10.0.0.77 192.168.1.20 TCP A 63837 80
1773426904.494699 10.0.0.77 192.168.1.20 TCP A 16218 80
1773426904.495810 10.0.0.77 192.168.1.20 TCP A 42295 80
1773426904.496921 10.0.0.77 192.168.1.20 TCP A 13239 80
1773426904.498032 10.0.0.77 192.168.1.20 TCP A 26948 80
1773426904.499143 10.0.0.77 192.168.1.20 TCP A 49349 80
1773426904.500254 10.0.0.77 192.168.1.20 TCP A 30487 80
1773426904.501365 10.0.0.77 192.168.1.20 TCP A 26506 80
1773426904.502476 10.0.0.77 192.168.1.20 TCP A 47209 80
1773426904.503587 10.0.0.77 192.168.1.20 TCP A 14510 80
1773426904.504698 10.0.0.77 192.168.1.20 TCP A 50328 80
1773426904.505809 10.0.0.77 192.168.1.20 TCP A 38861 80
1773426904.506920 10.0.0.77 192.168.1.20 TCP A 53420 80
1773426904.508031 10.0.0.77 192.168.1.20 TCP A 24996 80
1773426904.509142 10.0.0.77 192.168.1.20 TCP A 13939 80
1773426904.510253 10.0.0.77 192.168.1.20 TCP A 8492 80
1773426904.511364 10.0.0.77 192.168.1.20 TCP A 44979 80
1773426904.512475 10.0.0.77 192.168.1.20 TCP A 35608 80
1773426904.513587 10.0.0.77 192.168.1.20 TCP A 40147 80
1773426904.514698 10.0.0.77 192.168.1.20 TCP A 41086 80
1773426904.515809 10.0.0.77 192.168.1.20 TCP A 39493 80
1773426904.516920 10.0.0.77 192.168.1.20 TCP A 23825 80
1773426904.518031 10.0.0.77 192.168.1.20 TCP A 56435 80
1773426904.519142 10.0.0.77 192.168.1.20 TCP A 41483 80
1773426904.520253 10.0.0.77 192.168.1.20 TCP A 54353 80
1773426904.521364 10.0.0.77 192.168.1.20 TCP A 61230 80
1773426904.522475 10.0.0.77 192.168.1.20 TCP A 45071 80
1773426904.523586 10.0.0.77 192.168.1.20 TCP A 21548 80
1773426904.524697 10.0.0.77 192.168.1.20 TCP A 16659 80
1773426904.525808 10.0.0.77 192.168.1.20 TCP A 8688 80
1773426904.526919 10.0.0.77 192.168.1.20 TCP A 25488 80
1773426904.528030 10.0.0.77 192.168.1.20 TCP A 34501 80
1773426904.529141 10.0.0.77 192.168.1.20 TCP A 28433 80
1773426904.530252 10.0.0.77 192.168.1.20 TCP A 38694 80
1773426904.531363 10.0.0.77 192.168.1.20 TCP A 28748 80
1773426904.532474 10.0.0.77 192.168.1.20 TCP A 32918 80
1773426904.533585 10.0.0.77 192.168.1.20 TCP A 37390 80
1773426904.534696 10.0.0.77 192.168.1.20 TCP A 33113 80
1773426904.535807 10.0.0.77 192.168.1.20 TCP A 10218 80
1773426904.536918 10.0.0.77 192.168.1.20 TCP A 21640 80
1773426904.538029 10.0.0.77 192.168.1.20 TCP A 41617 80
1773426904.539140 10.0.0.77 192.168.1.20 TCP A 57746 80
1773426904.540251 10.0.0.77 192.168.1.20 TCP A 63403 80
1773426904.541362 10.0.0.77 192.168.1.20 TCP A 32783 80
1773426904.542473 10.0.0.77 192.168.1.20 TCP A 13811 80
1773426904.543584 10.0.0.77 192.168.1.20 TCP A 64189 80
1773426904.544695 10.0.0.77 192.168.1.20 TCP A 27837 80
1773426904.545806 10.0.0.77 192.168.1.20 TCP A 28262 80
1773426904.546917 10.0.0.77 192.168.1.20 TCP A 33051 80
1773426904.548028 10.0.0.77 192.168.1.20 TCP A 6441 80
1773426904.549139 10.0.0.77 192.168.1.20 TCP A 53182 80
1773426904.550251 10.0.0.77 192.168.1.20 TCP A 20166 80
1773426904.551362 10.0.0.77 192.168.1.20 TCP A 19036 80
1773426904.552473 10.0.0.77 192.168.1.20 TCP A 36256 80
1773426904.553584 10.0.0.77 192.168.1.20 TCP A 12047 80
1773426904.554695 10.0.0.77 192.168.1.20 TCP A 38094 80
1773426904.555806 10.0.0.77 192.168.1.20 TCP A 37050 80
1773426904.556917 10.0.0.77 192.168.1.20 TCP A 38557 80
1773426904.558028 10.0.0.77 192.168.1.20 TCP A 18580 80
1773426904.559139 10.0.0.77 192.168.1.20 TCP A 36547 80
1773426904.560250 10.0.0.77 192.168.1.20 TCP A 50831 80
1773426904.561361 10.0.0.77 192.168.1.20 TCP A 36829 80
1773426904.562472 10.0.0.77 192.168.1.20 TCP A 28886 80
1773426904.563583 10.0.0.77 192.168.1.20 TCP A 49257 80
1773426904.564694 10.0.0.77 192.168.1.20 TCP A 20534 80
1773426904.565805 10.0.0.77 192.168.1.20 TCP A 30497 80
1773426904.566916 10.0.0.77 192.168.1.20 TCP A 23868 80
1773426904.568027 10.0.0.77 192.168.1.20 TCP A 29798 80
1773426904.569138 10.0.0.77 192.168.1.20 TCP A 51855 80
1773426904.570249 10.0.0.77 192.168.1.20 TCP A 14778 80
1773426904.571360 10.0.0.77 192.168.1.20 TCP A 57453 80
1773426904.572471 10.0.0.77 192.168.1.20 TCP A 11901 80
1773426904.573582 10.0.0.77 192.168.1.20 TCP A 52459 80
1773426904.574693 10.0.0.77 192.168.1.20 TCP A 54339 80
1773426904.575804 10.0.0.77 192.168.1.20 TCP A 53809 80
1773426904.576915 10.0.0.77 192.168.1.20 TCP A 38384 80
1773426904.578026 10.0.0.77 192.168.1.20 TCP A 35907 80
1773426904.579137 10.0.0.77 192.168.1.20 TCP A 40139 80
1773426904.580248 10.0.0.77 192.168.1.20 TCP A 22234 80
1773426904.581359 10.0.0.77 192.168.1.20 TCP A 19985 80
1773426904.582470 10.0.0.77 192.168.1.20 TCP A 63440 80
1773426904.583581 10.0.0.77 192.168.1.20 TCP A 9909 80
1773426904.584692 10.0.0.77 192.168.1.20 TCP A 61236 80
1773426904.585804 10.0.0.77 192.168.1.20 TCP A 19198 80
1773426904.586915 10.0.0.77 192.168.1.20 TCP A 46992 80
1773426904.588026 10.0.0.77 192.168.1.20 TCP A 17386 80
1773426904.589137 10.0.0.77 192.168.1.20 TCP A 47645 80
1773426904.590248 10.0.0.77 192.168.1.20 TCP A 55319 80
1773426904.591359 10.0.0.77 192.168.1.20 TCP A 50927 80
1773426904.592470 10.0.0.77 192.168.1.20 TCP A 33101 80
1773426904.593581 10.0.0.77 192.168.1.20 TCP A 38866 80
1773426904.594692 10.0.0.77 192.168.1.20 TCP A 42168 80
1773426904.595803 10.0.0.77 192.168.1.20 TCP A 25611 80
1773426904.596914 10.0.0.77 192.168.1.20 TCP A 5973 80
1773426904.598025 10.0.0.77 192.168.1.20 TCP A 27425 80
1773426904.599136 10.0.0.77 192.168.1.20 TCP A 46552 80
1773426904.600247 10.0.0.77 192.168.1.20 TCP A 30822 80
1773426904.601358 10.0.0.77 192.168.1.20 TCP A 22473 80
1773426904.602469 10.0.0.77 192.168.1.20 TCP A 57968 80
1773426904.603580 10.0.0.77 192.168.1.20 TCP A 48926 80
1773426904.604691 10.0.0.77 192.168.1.20 TCP A 42628 80
1773426904.605802 10.0.0.77 192.168.1.20 TCP A 56736 80
1773426904.606913 10.0.0.77 192.168.1.20 TCP A 53169 80
1773426904.608024 10.0.0.77 192.168.1.20 TCP A 15299 80
1773426904.609135 10.0.0.77 192.168.1.20 TCP A 55081 80
1773426904.610246 10.0.0.77 192.168.1.20 TCP A 33445 80
1773426904.611357 10.0.0.77 192.168.1.20 TCP A 22183 80
1773426904.612468 10.0.0.77 192.168.1.20 TCP A 23159 80
1773426904.613579 10.0.0.77 192.168.1.20 TCP A 38126 80
1773426904.614690 10.0.0.77 192.168.1.20 TCP A 52686 80
1773426904.615801 10.0.0.77 192.168.1.20 TCP A 59623 80
1773426904.616912 10.0.0.77 192.168.1.20 TCP A 4034 80
1773426904.618023 10.0.0.77 192.168.1.20 TCP A 42061 80
1773426904.619134 10.0.0.77 192.168.1.20 TCP A 2091 80
1773426904.620245 10.0.0.77 192.168.1.20 TCP A 61935 80
1773426904.621356 10.0.0.77 192.168.1.20 TCP A 29944 80
1773426904.622468 10.0.0.77 192.168.1.20 TCP A 1068 80
1773426904.623579 10.0.0.77 192.168.1.20 TCP A 14283 80
1773426904.624690 10.0.0.77 192.168.1.20 TCP A 58836 80
1773426904.625801 10.0.0.77 192.168.1.20 TCP A 11442 80
1773426904.626912 10.0.0.77 192.168.1.20 TCP A 7141 80
1773426904.628023 10.0.0.77 192.168.1.20 TCP A 17433 80
1773426904.629134 10.0.0.77 192.168.1.20 TCP A 25393 80
1773426904.630245 10.0.0.77 192.168.1.20 TCP A 4417 80
1773426904.631356 10.0.0.77 192.168.1.20 TCP A 42023 80
1773426904.632467 10.0.0.77 192.168.1.20 TCP A 48602 80
1773426904.633578 10.0.0.77 192.168.1.20 TCP A 29154 80
1773426904.634689 10.0.0.77 192.168.1.20 TCP A 47141 80
1773426904.635800 10.0.0.77 192.168.1.20 TCP A 1095 80
1773426904.636911 10.0.0.77 192.168.1.20 TCP A 32272 80
1773426904.638022 10.0.0.77 192.168.1.20 TCP A 9720 80
1773426904.639133 10.0.0.77 192.168.1.20 TCP A 35066 80
1773426904.640244 10.0.0.77 192.168.1.20 TCP A 1632 80
1773426904.641355 10.0.0.77 192.168.1.20 TCP A 46610 80
1773426904.642466 10.0.0.77 192.168.1.20 TCP A 54574 80
1773426904.643577 10.0.0.77 192.168.1.20 TCP A 57407 80
1773426904.644688 10.0.0.77 192.168.1.20 TCP A 46508 80
1773426904.645799 10.0.0.77 192.168.1.20 TCP A 32330 80
1773426904.646910 10.0.0.77 192.168.1.20 TCP A 16028 80
1773426904.648021 10.0.0.77 192.168.1.20 TCP A 6878 80
1773426904.649132 10.0.0.77 192.168.1.20 TCP A 7787 80
1773426904.650243 10.0.0.77 192.168.1.20 TCP A 25112 80
1773426904.651354 10.0.0.77 192.168.1.20 TCP A 10010 80
1773426904.652465 10.0.0.77 192.168.1.20 TCP A 51713 80
1773426904.653576 10.0.0.77 192.168.1.20 TCP A 43070 80
1773426904.654687 10.0.0.77 192.168.1.20 TCP A 5507 80
1773426904.655798 10.0.0.77 192.168.1.20 TCP A 41021 80
1773426904.656909 10.0.0.77 192.168.1.20 TCP A 29866 80
1773426904.658020 10.0.0.77 192.168.1.20 TCP A 48369 80
1773426904.659132 10.0.0.77 192.168.1.20 TCP A 42185 80
1773426904.660243 10.0.0.77 192.168.1.20 TCP A 61310 80
1773426904.661354 10.0.0.77 192.168.1.20 TCP A 41399 80
1773426904.662465 10.0.0.77 192.168.1.20 TCP A 57382 80
1773426904.663576 10.0.0.77 192.168.1.20 TCP A 6705 80
1773426904.664687 10.0.0.77 192.168.1.20 TCP A 10199 80
1773426904.665798 10.0.0.77 192.168.1.20 TCP A 39662 80
1773426904.666909 10.0.0.77 192.168.1.20 TCP A 24062 80
1773426904.668020 10.0.0.77 192.168.1.20 TCP A 21635 80
1773426904.669131 10.0.0.77 192.168.1.20 TCP A 17262 80
1773426904.670242 10.0.0.77 192.168.1.20 TCP A 43269 80
1773426904.671353 10.0.0.77 192.168.1.20 TCP A 17287 80
1773426904.672464 10.0.0.77 192.168.1.20 TCP A 52074 80
1773426904.673575 10.0.0.77 192.168.1.20 TCP A 56591 80
1773426904.674686 10.0.0.77 192.168.1.20 TCP A 14488 80
1773426904.675797 10.0.0.77 192.168.1.20 TCP A 50034 80
1773426904.676908 10.0.0.77 192.168.1.20 TCP A 20392 80
1773426904.678019 10.0.0.77 192.168.1.20 TCP A 52391 80
1773426904.679130 10.0.0.77 192.168.1.20 TCP A 33456 80
1773426904.680241 10.0.0.77 192.168.1.20 TCP A 8412 80
1773426904.681352 10.0.0.77 192.168.1.20 TCP A 33764 80
1773426904.682463 10.0.0.77 192.168.1.20 TCP A 35645 80
1773426904.683574 10.0.0.77 192.168.1.20 TCP A 24688 80
1773426904.684685 10.0.0.77 192.168.1.20 TCP A 9673 80
1773426904.685796 10.0.0.77 192.168.1.20 TCP A 57438 80
1773426904.686907 10.0.0.77 192.168.1.20 TCP A 24971 80
1773426904.688018 10.0.0.77 192.168.1.20 TCP A 51010 80
1773426904.689129 10.0.0.77 192.168.1.20 TCP A 63575 80
1773426904.690240 10.0.0.77 192.168.1.20 TCP A 2117 80
1773426904.691351 10.0.0.77 192.168.1.20 TCP A 1927 80
1773426904.692462 10.0.0.77 192.168.1.20 TCP A 15162 80
1773426904.693573 10.0.0.77 192.168.1.20 TCP A 61486 80
1773426904.694685 10.0.0.77 192.168.1.20 TCP A 63196 80
1773426904.695796 10.0.0.77 192.168.1.20 TCP A 34225 80
1773426904.696907 10.0.0.77 192.168.1.20 TCP A 42218 80
1773426904.698018 10.0.0.77 192.168.1.20 TCP A 28783 80
1773426904.699129 10.0.0.77 192.168.1.20 TCP A 6425 80
1773426904.700240 10.0.0.77 192.168.1.20 TCP A 19208 80
1773426904.701351 10.0.0.77 192.168.1.20 TCP A 21334 80
1773426904.702462 10.0.0.77 192.168.1.20 TCP A 34532 80
1773426904.703573 10.0.0.77 192.168.1.20 TCP A 64876 80
1773426904.704684 10.0.0.77 192.168.1.20 TCP A 36176 80
1773426904.705795 10.0.0.77 192.168.1.20 TCP A 26630 80
1773426904.706906 10.0.0.77 192.168.1.20 TCP A 21351 80
1773426904.708017 10.0.0.77 192.168.1.20 TCP A 48862 80
1773426904.709128 10.0.0.77 192.168.1.20 TCP A 4818 80
1773426904.710239 10.0.0.77 192.168.1.20 TCP A 6674 80
1773426904.711350 10.0.0.77 192.168.1.20 TCP A 8625 80
1773426904.712461 10.0.0.77 192.168.1.20 TCP A 41151 80
1773426904.713572 10.0.0.77 192.168.1.20 TCP A 21293 80
1773426904.714683 10.0.0.77 192.168.1.20 TCP A 8851 80
1773426904.715794 10.0.0.77 192.168.1.20 TCP A 47416 80
1773426904.716905 10.0.0.77 192.168.1.20 TCP A 46997 80
1773426904.718016 10.0.0.77 192.168.1.20 TCP A 11760 80
1773426904.719127 10.0.0.77 192.168.1.20 TCP A 63480 80
1773426904.720238 10.0.0.77 192.168.1.20 TCP A 35299 80
1773426904.721349 10.0.0.77 192.168.1.20 TCP A 11966 80
1773426904.722460 10.0.0.77 192.168.1.20 TCP A 9342 80
1773426904.723571 10.0.0.77 192.168.1.20 TCP A 49057 80
1773426904.724682 10.0.0.77 192.168.1.20 TCP A 51580 80
1773426904.725793 10.0.0.77 192.168.1.20 TCP A 22979 80
1773426904.726904 10.0.0.77 192.168.1.20 TCP A 18848 80
1773426904.728015 10.0.0.77 192.168.1.20 TCP A 18256 80
1773426904.729126 10.0.0.77 192.168.1.20 TCP A 33539 80
1773426904.730237 10.0.0.77 192.168.1.20 TCP A 34498 80
1773426904.731349 10.0.0.77 192.168.1.20 TCP A 4657 80
1773426904.732460 10.0.0.77 192.168.1.20 TCP A 57343 80
1773426904.733571 10.0.0.77 192.168.1.20 TCP A 25120 80
1773426904.734682 10.0.0.77 192.168.1.20 TCP A 17743 80
1773426904.735793 10.0.0.77 192.168.1.20 TCP A 59630 80
1773426904.736904 10.0.0.77 192.168.1.20 TCP A 15992 80
1773426904.738015 10.0.0.77 192.168.1.20 TCP A 3910 80
1773426904.739126 10.0.0.77 192.168.1.20 TCP A 17050 80
1773426904.740237 10.0.0.77 192.168.1.20 TCP A 31941 80
1773426904.741348 10.0.0.77 192.168.1.20 TCP A 26122 80
1773426904.742459 10.0.0.77 192.168.1.20 TCP A 12752 80
1773426904.743570 10.0.0.77 192.168.1.20 TCP A 37256 80
1773426904.744681 10.0.0.77 192.168.1.20 TCP A 15737 80
1773426904.745792 10.0.0.77 192.168.1.20 TCP A 17294 80
1773426904.746903 10.0.0.77 192.168.1.20 TCP A 61045 80
1773426904.748014 10.0.0.77 192.168.1.20 TCP A 18801 80
1773426904.749125 10.0.0.77 192.168.1.20 TCP A 38480 80
1773426904.750236 10.0.0.77 192.168.1.20 TCP A 8849 80
1773426904.751347 10.0.0.77 192.168.1.20 TCP A 12777 80
1773426904.752458 10.0.0.77 192.168.1.20 TCP A 53737 80
1773426904.753569 10.0.0.77 192.168.1.20 TCP A 63550 80
1773426904.754680 10.0.0.77 192.168.1.20 TCP A 5541 80
1773426904.755791 10.0.0.77 192.168.1.20 TCP A 57780 80
1773426904.756902 10.0.0.77 192.168.1.20 TCP A 51717 80
1773426904.758013 10.0.0.77 192.168.1.20 TCP A 22473 80
1773426904.759124 10.0.0.77 192.168.1.20 TCP A 37271 80
1773426904.760235 10.0.0.77 192.168.1.20 TCP A 1546 80
1773426904.761346 10.0.0.77 192.168.1.20 TCP A 14175 80
1773426904.762457 10.0.0.77 192.168.1.20 TCP A 37973 80
1773426904.763568 10.0.0.77 192.168.1.20 TCP A 49492 80
1773426904.764679 10.0.0.77 192.168.1.20 TCP A 31427 80
1773426904.765790 10.0.0.77 192.168.1.20 TCP A 39801 80
1773426904.766901 10.0.0.77 192.168.1.20 TCP A 51657 80
1773426904.768013 10.0.0.77 192.168.1.20 TCP A 49026 80
1773426904.769124 10.0.0.77 192.168.1.20 TCP A 10891 80
1773426904.770235 10.0.0.77 192.168.1.20 TCP A 62129 80
1773426904.771346 10.0.0.77 192.168.1.20 TCP A 2590 80
1773426904.772457 10.0.0.77 192.168.1.20 TCP A 36514 80
1773426904.773568 10.0.0.77 192.168.1.20 TCP A 42701 80
1773426904.774679 10.0.0.77 192.168.1.20 TCP A 63348 80
1773426904.775790 10.0.0.77 192.168.1.20 TCP A 1119 80
1773426904.776901 10.0.0.77 192.168.1.20 TCP A 56664 80
